transaction_amount_usd,latent_v1,latent_v2,latent_v3,latent_v4,device_trust_score,is_fraud
76.32,1.067,-0.145,-0.34,0.825,0.727,0
20.59,0.961,-1.989,-1.29,1.199,0.894,0
241.0,-0.986,0.439,1.219,2.318,0.953,0
41.66,1.855,-1.449,1.799,0.201,0.712,0
75.47,-0.364,-0.745,-0.953,0.45,0.79,0
108.19,-0.695,0.256,-1.115,0.244,0.773,0
57.25,0.472,-0.561,1.025,-0.195,0.978,0
21.13,-0.711,-0.033,1.242,1.842,0.759,0
140.92,0.033,-0.098,-0.15,-0.254,0.909,0
32.97,0.861,0.023,1.259,0.591,0.814,0
20.0,1.48,-0.361,-0.693,0.722,0.751,0
220.28,-0.28,0.561,-0.036,-0.797,0.787,0
50.88,-1.105,0.628,1.206,-0.61,0.887,0
38.57,1.167,0.723,-1.451,0.515,0.7,0
143.02,0.552,0.901,0.151,-0.75,0.938,0
46.97,0.38,-1.308,1.706,1.156,0.875,0
94.24,-0.928,0.33,0.603,-1.344,0.705,0
90.61,-1.172,0.743,0.823,2.368,0.776,0
57.85,-0.151,0.843,-0.364,0.102,0.723,0
12.21,-0.642,1.193,0.745,-0.82,0.749,0
29.06,-1.86,-0.762,-1.773,0.934,0.814,0
173.89,0.205,1.071,0.784,2.005,0.928,0
73.06,0.095,-0.119,0.679,0.552,0.755,0
31.94,0.075,-1.89,-0.308,-0.982,0.753,0
31.14,0.768,0.447,0.053,-0.383,0.71,0
12.57,1.035,0.901,-0.111,1.355,0.949,0
20.51,-0.574,-0.393,-0.627,0.688,0.745,0
87.94,0.566,1.793,-0.66,-0.717,0.935,0
64.23,-0.438,1.842,-1.057,0.188,0.818,0
38.96,-0.213,0.27,1.241,-0.699,0.76,0
81.11,1.01,1.31,1.038,1.036,0.98,0
41.16,-0.097,-0.046,-0.744,0.282,0.945,0
93.41,0.392,0.881,-0.744,1.423,0.795,0
60.55,-0.389,0.577,0.082,-1.942,0.738,0
202.66,0.215,0.127,-0.971,0.565,0.789,0
61.71,0.695,0.175,1.514,-0.865,0.979,0
19.05,-0.233,1.066,-0.916,1.031,0.797,0
7.34,1.057,0.314,-0.165,-0.647,0.894,0
14.57,-2.877,-0.557,-0.695,-0.988,0.98,0
33.95,0.186,-1.47,1.203,0.914,0.919,0
8.19,1.36,-0.527,0.208,0.823,0.715,0
47.95,0.12,-0.205,-1.071,-2.38,0.818,0
57.91,-0.87,1.419,-1.849,0.449,0.803,0
85.87,1.794,-0.076,1.358,0.271,0.829,0
62.41,-1.115,0.68,1.537,-1.405,0.708,0
53.83,0.418,0.088,-0.372,0.639,0.847,0
9.94,0.77,-0.726,-0.359,-0.558,0.974,0
152.6,0.452,0.35,-0.518,0.341,0.85,0
54.93,0.896,-0.506,-0.705,-0.058,0.78,0
27.06,0.308,0.809,0.318,2.886,0.889,0
124.51,0.699,0.087,0.505,0.198,0.817,0
171.87,-0.333,1.178,-0.46,-0.945,0.923,0
27.54,2.672,-0.888,0.645,0.154,0.892,0
136.17,1.19,0.292,-0.835,-0.68,0.969,0
105.51,-0.384,2.015,0.941,-2.084,0.735,0
56.55,1.906,-2.219,0.419,0.123,0.889,0
187.9,2.069,0.918,-1.838,1.404,0.932,0
71.59,-0.317,-1.062,-1.251,1.061,0.777,0
147.85,-2.67,1.1,-2.038,2.174,0.846,0
24.33,0.23,0.365,0.324,0.13,0.782,0
12.19,-0.652,0.116,-1.754,0.315,0.965,0
56.02,-0.304,0.602,0.552,-0.139,0.758,0
78.43,1.342,-0.546,-0.178,-1.053,0.903,0
49.42,0.138,-0.297,-0.302,0.002,0.878,0
219.56,0.215,-0.923,-0.294,0.157,0.707,0
58.04,-0.508,0.436,0.46,0.989,0.796,0
66.65,2.358,-0.009,-0.41,-0.058,0.739,0
38.15,0.615,-0.149,-0.089,-2.503,0.771,0
5.01,-0.226,-1.077,-0.522,0.236,0.769,0
19.83,0.097,-0.507,-1.055,-1.722,0.735,0
122.24,-1.666,1.246,0.338,-1.188,0.926,0
36.84,-0.175,-0.418,0.751,-0.168,0.723,0
132.6,1.23,-0.413,-0.57,0.017,0.974,0
12.34,0.965,0.25,0.104,-0.807,0.939,0
369.83,-0.954,0.966,1.071,1.039,0.903,0
168.7,0.431,0.134,0.562,-0.042,0.972,0
203.23,0.559,0.918,-1.258,1.096,0.93,0
61.96,1.27,-1.031,0.001,-1.866,0.937,0
19.49,0.847,0.069,0.443,-0.702,0.712,0
61.44,0.283,1.39,-0.057,-1.371,0.967,0
86.62,-0.918,1.242,-0.596,-0.76,0.855,0
32.95,1.816,0.367,-0.734,0.513,0.918,0
99.93,-1.235,1.553,0.213,1.753,0.973,0
87.05,-0.949,0.985,-1.077,0.269,0.817,0
7.87,1.085,-0.355,1.106,-0.407,0.89,0
65.55,0.122,-0.076,0.14,-0.33,0.88,0
54.44,-0.406,-1.522,-0.155,0.357,0.812,0
6.61,-0.164,0.426,0.819,-0.192,0.853,0
75.98,-0.005,-1.318,0.114,0.814,0.774,0
7.69,0.822,-1.853,0.115,-0.481,0.852,0
135.04,-2.284,0.368,-1.95,0.45,0.853,0
73.3,0.259,-0.659,1.274,0.636,0.726,0
34.99,-0.907,0.375,-0.417,0.168,0.797,0
164.41,0.645,1.222,0.395,0.7,0.851,0
336.33,0.837,1.609,0.855,-0.194,0.786,0
5.79,-0.167,-0.13,0.947,-0.526,0.889,0
20.73,0.022,1.481,-2.257,0.208,0.951,0
37.57,-0.28,-0.576,0.936,1.279,0.755,0
15.08,1.271,1.159,1.031,-0.403,0.984,0
24.57,-0.658,1.637,0.61,-0.741,0.935,0
15.02,-0.106,-0.292,1.231,0.528,0.858,0
78.89,0.136,1.417,0.353,2.418,0.955,0
27.83,-0.601,-0.381,-0.341,1.236,0.801,0
343.46,0.208,-2.459,0.094,-0.974,0.938,0
45.31,-1.343,-1.228,-1.66,-0.387,0.959,0
13.58,-1.69,-1.606,-0.23,0.314,0.887,0
17.27,0.111,0.54,-1.041,1.984,0.799,0
25.32,0.515,0.118,0.847,-0.31,0.743,0
238.82,-1.227,-1.525,1.78,-0.303,0.909,0
60.52,-0.492,0.024,-1.033,-1.312,0.862,0
74.46,1.021,0.988,0.754,-0.739,0.706,0
112.04,0.291,-0.504,-2.59,1.119,0.9,0
8.15,0.555,-1.317,-0.36,1.052,0.775,0
67.16,-1.213,1.857,0.066,1.059,0.71,0
26.45,1.838,-0.459,0.352,-1.967,0.706,0
188.76,-0.607,0.576,-0.192,0.452,0.901,0
150.28,0.331,0.191,-0.568,-0.924,0.885,0
117.26,-0.789,0.064,-1.392,-0.478,0.706,0
28.03,0.536,0.26,0.116,-0.884,0.902,0
32.5,1.694,0.55,-0.172,1.225,0.917,0
35.53,-0.597,-0.548,-0.333,-0.101,0.782,0
94.78,-0.604,0.21,0.558,-1.705,0.792,0
51.01,-0.699,-0.437,0.503,-2.291,0.913,0
9.13,0.653,-0.509,-0.341,0.971,0.809,0
125.21,-0.662,-0.354,-0.667,-1.435,0.715,0
60.37,0.098,1.709,-0.106,-0.756,0.906,0
10.09,-0.165,-0.563,-1.657,0.634,0.904,0
44.94,-0.369,-0.517,-0.471,0.15,0.779,0
24.85,0.622,-1.018,0.548,0.827,0.887,0
216.0,-1.804,-1.211,-1.355,-0.378,0.743,0
65.49,-0.173,0.684,-0.999,-0.818,0.794,0
114.37,0.342,1.239,-1.181,-1.107,0.736,0
235.14,-0.231,0.068,-0.642,1.971,0.982,0
150.32,0.539,-0.804,-1.366,-0.063,0.903,0
72.38,0.076,-0.243,-0.977,0.37,0.801,0
79.94,0.075,-1.02,-1.358,1.694,0.784,0
145.86,-0.161,-0.317,-1.126,-0.541,0.778,0
151.21,0.464,-0.558,-1.184,1.194,0.859,0
54.96,0.998,0.183,-0.446,-0.368,0.941,0
173.62,-0.959,0.068,0.259,-0.301,0.969,0
23.91,2.239,-0.134,-1.763,-1.01,0.764,0
130.12,-0.994,1.395,0.17,-0.601,0.849,0
53.5,0.015,1.301,-1.095,-0.373,0.938,0
77.98,0.258,-0.707,1.298,-0.312,0.966,0
82.98,1.563,0.369,2.587,-0.09,0.961,0
23.77,0.294,-0.619,0.323,0.297,0.886,0
157.24,-0.527,0.256,-0.672,0.549,0.769,0
47.67,-1.13,-1.175,-0.528,-0.847,0.706,0
59.43,0.516,0.383,-0.324,1.242,0.912,0
33.86,0.156,-0.394,1.129,0.557,0.879,0
19.51,0.363,1.007,0.585,0.657,0.786,0
11.59,-0.252,-1.599,1.287,-1.119,0.737,0
142.27,-0.238,0.678,-0.78,0.457,0.9,0
6.84,0.466,-0.776,0.911,1.367,0.838,0
100.51,0.191,0.252,0.666,1.749,0.735,0
20.38,0.487,0.514,-1.095,2.049,0.708,0
38.68,-0.475,-2.66,-2.276,0.325,0.987,0
173.26,-1.273,0.054,-1.495,0.305,0.885,0
240.59,-0.696,0.879,-0.399,-0.188,0.783,0
13.26,1.871,-0.005,-1.27,-0.959,0.73,0
43.26,0.95,-1.417,-0.119,1.011,0.917,0
18.42,-0.04,-0.032,0.512,-1.859,0.987,0
139.03,1.203,-1.897,1.136,0.434,0.914,0
76.6,1.183,0.814,-0.295,-0.361,0.9,0
166.5,0.301,-0.057,-0.408,-1.39,0.81,0
231.4,-0.247,-1.813,0.093,-1.363,0.949,0
35.81,0.063,-0.105,-0.727,-0.548,0.874,0
108.94,-0.462,-0.106,0.247,0.438,0.779,0
63.39,-0.031,-0.092,2.057,2.692,0.76,0
132.45,0.679,-1.698,-0.533,-1.626,0.76,0
90.21,-0.287,-0.044,-0.029,-0.473,0.753,0
79.76,1.739,-1.034,0.04,0.625,0.928,0
123.88,-1.593,-0.917,0.136,0.481,0.81,0
138.4,-0.905,-0.547,2.259,1.5,0.939,0
56.91,-0.572,0.955,-1.379,0.356,0.812,0
170.64,0.613,-0.562,0.304,-0.482,0.776,0
95.25,-1.015,1.306,-2.459,-0.641,0.975,0
37.77,-0.478,-1.126,1.226,1.053,0.968,0
186.47,-0.379,-1.791,0.306,0.182,0.798,0
54.96,-0.272,0.767,0.917,-0.044,0.933,0
28.71,-1.137,-1.355,-0.088,1.546,0.703,0
106.63,1.584,-1.318,-0.437,2.434,0.974,0
6.99,-0.688,1.62,0.976,1.191,0.703,0
33.56,-0.446,-0.416,-0.911,0.799,0.838,0
29.11,1.634,0.595,1.003,-1.644,0.939,0
13.41,-0.994,1.184,0.126,-1.04,0.766,0
151.4,2.538,0.599,-0.923,0.881,0.944,0
265.15,1.615,-0.006,-0.768,0.044,0.795,0
12.78,-1.389,0.875,-1.149,0.608,0.928,0
14.98,-0.475,0.196,0.433,-0.351,0.735,0
19.41,-1.73,0.337,0.391,-1.433,0.808,0
17.88,-2.295,0.708,-0.489,0.289,0.88,0
53.75,-1.421,-0.498,1.199,-1.149,0.975,0
75.75,-1.506,-0.669,0.19,0.453,0.893,0
52.21,0.481,0.777,0.718,-1.563,0.825,0
5.56,-0.254,0.207,-2.107,0.128,0.799,0
60.15,0.422,-1.181,-0.381,-0.254,0.715,0
6.97,-1.846,-1.734,0.545,-0.604,0.737,0
214.85,-0.393,0.073,-1.758,-0.408,0.911,0
61.52,-0.92,0.789,-0.002,-1.136,0.933,0
32.78,0.777,-0.52,0.344,-1.037,0.977,0
161.46,-0.177,-0.43,0.932,0.463,0.768,0
22.67,-0.029,-0.161,-0.28,-0.352,0.818,0
133.94,0.3,2.423,-0.846,0.193,0.839,0
416.08,0.041,-0.879,0.359,-1.837,0.866,0
78.23,-0.329,1.052,-0.293,0.01,0.929,0
30.54,-0.581,0.785,-0.042,-0.017,0.848,0
25.44,-1.146,0.062,1.94,-1.39,0.718,0
48.24,-1.04,-0.791,1.471,1.736,0.883,0
19.71,-0.919,-0.678,-2.049,2.132,0.796,0
136.06,0.285,-0.4,0.946,-0.341,0.722,0
44.91,0.604,2.209,-0.284,-0.296,0.987,0
56.24,-0.299,-0.392,0.083,-1.751,0.797,0
56.59,-0.493,-0.948,0.627,-0.735,0.801,0
59.67,1.022,-1.086,-0.483,0.778,0.77,0
102.24,0.527,-1.149,0.232,-0.784,0.849,0
15.28,-0.724,2.019,-0.618,-1.192,0.843,0
13.16,0.112,0.31,0.912,-1.671,0.78,0
117.37,0.402,1.721,-0.798,-0.84,0.811,0
18.32,1.265,-1.114,-0.494,0.976,0.768,0
156.95,-0.211,0.916,1.582,1.701,0.81,0
122.76,1.819,-0.739,-1.651,0.112,0.876,0
118.5,-0.074,0.291,0.532,0.148,0.73,0
40.58,0.112,-0.123,0.004,1.046,0.754,0
16.56,0.19,2.626,-1.092,1.092,0.817,0
6.84,-1.312,1.88,0.223,0.659,0.816,0
31.01,0.412,-0.161,0.447,2.103,0.759,0
157.32,-0.651,-0.765,-0.428,-0.385,0.976,0
83.32,0.435,0.132,0.201,2.536,0.839,0
10.43,-1.785,-0.383,-0.899,-0.73,0.796,0
42.03,0.122,0.71,-0.772,-2.028,0.978,0
84.74,0.674,-1.021,-0.606,-1.11,0.766,0
28.89,-0.51,-0.251,0.115,-0.846,0.988,0
18.32,-0.14,-0.907,-1.755,0.541,0.788,0
51.96,0.561,-0.251,0.453,0.418,0.732,0
314.45,-1.094,0.93,-1.833,-0.397,0.744,0
34.25,1.226,0.301,-1.408,-1.263,0.836,0
92.92,-0.796,1.156,-1.777,1.387,0.908,0
20.29,-0.479,-1.574,0.178,0.948,0.98,0
14.27,-2.348,-1.156,1.238,0.398,0.944,0
99.29,0.468,0.147,1.116,-0.39,0.967,0
62.49,-0.765,1.425,0.291,-1.149,0.757,0
57.0,0.086,-0.379,-0.865,-1.78,0.818,0
12.7,-0.372,-1.42,0.021,-0.986,0.912,0
106.88,-0.257,1.576,-0.141,-1.3,0.888,0
84.73,0.995,-0.764,-1.235,-0.35,0.835,0
76.53,0.821,-0.093,0.944,-1.26,0.733,0
47.33,-0.841,0.737,-1.119,0.29,0.73,0
67.96,-0.738,0.334,-0.025,0.038,0.735,0
24.25,-0.022,1.439,0.529,-0.131,0.808,0
20.53,-0.92,-0.797,-1.87,-0.011,0.85,0
99.05,0.727,0.96,-0.287,-0.22,0.857,0
23.85,0.056,-0.856,1.149,-0.777,0.791,0
332.24,2.847,0.403,-0.022,1.939,0.84,0
44.0,-0.434,-0.181,0.226,-0.211,0.87,0
133.23,0.484,0.462,-1.288,0.202,0.743,0
77.53,0.886,-2.037,2.52,-0.038,0.709,0
7.84,-0.855,0.618,0.626,2.046,0.985,0
158.36,1.782,-1.33,-0.27,-0.91,0.913,0
87.84,-1.317,-0.063,-0.632,0.844,0.938,0
85.39,-0.421,-0.117,0.394,-0.271,0.937,0
77.7,2.134,-0.488,2.148,-0.502,0.789,0
159.97,-1.03,1.223,-0.049,1.284,0.751,0
11.88,0.752,0.411,0.551,1.089,0.741,0
13.39,0.926,-0.405,0.423,1.501,0.709,0
71.55,-0.621,0.849,-0.24,0.362,0.722,0
19.81,-0.288,1.174,0.15,1.428,0.839,0
144.79,1.333,-0.338,0.266,-0.78,0.904,0
199.96,0.514,-1.36,-1.989,-1.133,0.731,0
17.25,0.499,0.673,1.129,-0.405,0.723,0
88.32,1.367,-0.709,1.179,-0.251,0.854,0
128.04,0.161,-0.754,2.167,0.991,0.902,0
217.7,-0.661,0.673,-0.067,0.058,0.88,0
187.2,0.018,1.436,-0.819,-1.655,0.981,0
24.15,-0.796,0.152,0.695,-0.744,0.788,0
366.43,3.687,0.182,0.152,-1.29,0.815,0
50.66,1.371,1.212,-0.001,-1.215,0.929,0
54.78,-0.504,-0.902,-0.381,-0.293,0.809,0
71.18,0.169,-0.697,-0.536,0.754,0.706,0
157.41,-1.302,0.18,0.481,0.58,0.919,0
148.95,0.719,-0.881,1.366,-1.185,0.735,0
108.94,-1.718,-0.57,-0.118,1.387,0.841,0
112.31,-1.389,-1.306,0.772,0.708,0.704,0
18.2,-0.607,-1.174,0.992,-1.228,0.94,0
23.13,-2.001,0.953,2.38,0.114,0.959,0
23.15,0.225,-0.73,-1.124,-0.353,0.734,0
74.57,-1.347,-0.44,-1.333,0.672,0.843,0
61.01,1.414,-0.222,0.184,-0.129,0.929,0
39.44,-0.572,-0.828,0.657,-1.931,0.713,0
213.9,-0.285,-0.519,-0.304,-0.488,0.943,0
86.17,0.459,-0.337,0.631,0.749,0.946,0
87.17,-2.347,0.027,0.308,-1.481,0.958,0
81.62,-0.224,0.657,1.023,1.342,0.894,0
93.04,-0.5,-0.39,-2.473,-1.065,0.804,0
134.47,0.398,0.241,1.241,-2.02,0.959,0
437.73,0.353,0.336,-0.858,0.96,0.886,0
37.31,-2.156,-0.905,-0.14,0.218,0.868,0
43.06,0.754,1.903,0.702,-0.736,0.807,0
20.41,2.181,0.048,0.09,1.379,0.71,0
33.15,-1.165,0.539,0.516,0.957,0.837,0
215.16,-1.383,-0.565,0.842,1.854,0.797,0
40.79,-1.574,-0.767,0.948,1.316,0.828,0
48.12,-1.392,-0.868,-0.222,-0.397,0.793,0
72.44,-0.521,1.366,1.405,1.665,0.738,0
113.93,0.175,2.528,-0.531,1.833,0.852,0
48.19,0.647,0.374,0.439,0.523,0.704,0
211.47,0.57,-0.331,-0.271,-1.361,0.917,0
91.91,1.744,-0.821,-1.724,0.376,0.887,0
24.42,-2.205,1.087,0.153,-1.921,0.887,0
290.72,0.523,0.802,-2.416,-0.471,0.709,0
42.81,-0.351,1.054,-1.731,-0.291,0.779,0
10.43,-0.977,2.142,0.979,2.212,0.932,0
123.18,-0.004,1.563,0.566,-0.191,0.716,0
19.08,1.847,-1.303,-0.732,2.811,0.823,0
67.3,1.019,-1.023,-0.574,2.551,0.866,0
74.64,-0.607,-0.291,0.219,0.868,0.902,0
58.01,0.491,1.491,-0.78,-0.419,0.726,0
113.34,1.048,1.068,-0.239,0.658,0.863,0
87.13,0.652,1.295,1.681,1.518,0.963,0
58.58,-0.298,-0.054,0.479,-1.448,0.979,0
14.29,0.369,-0.691,-1.186,0.795,0.936,0
16.72,-0.236,-0.617,0.118,-1.362,0.899,0
62.39,-1.199,1.426,2.087,-0.786,0.755,0
78.33,-1.449,0.167,0.409,-0.567,0.794,0
28.78,0.891,0.898,0.643,-0.386,0.9,0
41.06,1.641,-0.525,-0.159,-1.467,0.89,0
70.91,0.944,2.212,-0.39,-1.308,0.854,0
133.73,-0.893,1.872,-0.606,-1.12,0.766,0
88.47,1.022,-1.152,0.251,0.317,0.753,0
75.83,-0.195,1.374,-0.202,-1.151,0.757,0
47.46,-2.182,-0.176,0.1,0.699,0.944,0
126.56,-0.041,2.127,-0.842,-0.317,0.829,0
118.06,-0.11,0.404,1.167,0.142,0.797,0
18.04,0.54,-0.295,-0.467,-0.932,0.835,0
164.63,-0.115,0.68,-1.362,0.042,0.842,0
134.95,0.22,0.197,1.061,0.201,0.848,0
84.4,-0.436,1.512,-0.211,-0.6,0.881,0
23.16,-0.457,-0.777,-0.566,-0.363,0.903,0
162.34,-0.145,0.561,-0.106,0.207,0.763,0
25.48,0.151,0.154,1.011,0.499,0.76,0
46.72,0.883,0.332,0.969,0.459,0.837,0
112.39,0.041,0.79,0.863,0.327,0.819,0
51.11,-0.386,0.022,-1.868,-0.03,0.969,0
12.81,0.651,-0.059,0.295,0.588,0.871,0
33.01,-0.734,-0.238,-0.661,1.074,0.894,0
42.62,2.392,-1.551,-0.586,0.612,0.816,0
16.85,0.176,-0.713,0.082,0.949,0.739,0
9.67,-0.078,-1.039,1.165,1.389,0.742,0
90.32,-0.878,-2.368,-0.592,1.066,0.743,0
180.71,-0.684,-0.956,1.023,1.151,0.932,0
22.27,-0.868,-0.343,-1.82,0.36,0.9,0
5.03,-0.103,-0.672,-0.092,-0.215,0.896,0
17.34,-0.298,-0.134,-1.461,-0.126,0.726,0
50.02,0.532,-2.108,-0.482,0.31,0.929,0
7.26,2.099,-1.366,0.089,0.548,0.746,0
66.95,-0.484,-2.442,0.004,-1.416,0.744,0
120.83,-0.748,0.167,0.26,0.871,0.792,0
8.97,-1.386,1.448,-0.934,0.725,0.903,0
177.59,-0.237,-0.363,-0.064,-1.904,0.928,0
63.06,-0.226,-0.033,-1.024,0.186,0.922,0
30.33,1.141,1.36,-1.444,0.723,0.777,0
173.99,1.193,0.414,1.373,-1.268,0.862,0
10.67,1.173,0.455,-0.948,1.776,0.703,0
85.99,-0.295,-0.916,-0.775,-1.332,0.843,0
42.83,-1.555,0.314,0.984,0.377,0.765,0
65.27,0.846,1.947,1.408,-1.331,0.708,0
44.26,-0.398,0.027,2.165,0.107,0.92,0
15.23,-1.313,-0.716,0.986,0.188,0.851,0
97.07,-1.246,-1.585,1.002,-1.042,0.804,0
22.99,0.996,-0.368,-0.842,1.213,0.963,0
11.61,1.042,1.667,1.351,1.059,0.919,0
24.73,1.215,1.856,0.171,-0.492,0.915,0
33.3,-0.667,0.107,-0.88,-0.159,0.916,0
199.77,0.738,-1.374,-0.117,-0.47,0.785,0
27.06,-0.894,0.35,0.4,0.876,0.906,0
237.79,0.079,0.676,-2.107,-0.059,0.908,0
70.67,-1.112,-1.147,-2.271,-1.391,0.721,0
49.96,-0.745,0.023,0.582,0.013,0.984,0
69.48,-1.833,0.129,-0.075,-0.007,0.801,0
11.3,0.403,1.609,-1.691,0.572,0.936,0
5.28,1.218,-1.271,-0.179,0.276,0.857,0
70.63,-1.271,-0.302,0.199,0.556,0.733,0
79.13,-0.992,-1.541,-2.021,-1.564,0.893,0
129.32,0.553,-0.223,-0.042,-0.269,0.871,0
32.68,0.853,-1.15,-1.151,0.352,0.957,0
101.85,1.414,-1.058,-0.082,-1.001,0.749,0
8.6,-0.928,-0.43,1.44,1.105,0.743,0
7.12,-0.075,-2.156,0.393,0.37,0.91,0
177.78,-4.929,5.69,-4.511,1.856,0.322,1
9.63,0.3,1.033,1.158,-0.239,0.911,0
78.66,-1.019,-0.608,-1.655,-0.631,0.798,0
66.62,0.437,-0.472,-0.063,-1.169,0.916,0
61.41,-0.4,-2.213,1.214,0.542,0.704,0
185.48,0.094,0.568,0.083,1.643,0.783,0
167.54,1.492,1.82,0.91,0.407,0.912,0
25.16,0.388,-0.027,0.699,0.087,0.936,0
98.22,-1.331,-1.025,-0.912,1.94,0.932,0
126.47,1.129,-1.047,-2.038,-0.063,0.82,0
196.86,-1.37,-0.905,-1.179,-0.612,0.858,0
18.56,-0.548,0.633,-0.976,0.255,0.984,0
56.53,0.537,0.644,0.831,0.542,0.729,0
101.45,0.851,-0.697,-0.292,-0.862,0.806,0
16.09,-0.233,-0.814,0.022,0.157,0.88,0
59.13,0.333,0.118,-0.676,0.138,0.843,0
423.79,1.419,-1.701,-0.38,0.714,0.789,0
46.63,-0.519,1.044,-0.873,-0.356,0.742,0
125.86,-0.44,-0.652,-0.568,-1.163,0.722,0
170.16,-0.257,1.064,1.583,1.25,0.917,0
67.51,2.303,0.181,-0.991,1.312,0.796,0
31.72,-2.083,0.727,-2.315,0.993,0.943,0
11.46,1.809,1.728,-1.266,-1.864,0.932,0
33.0,1.204,0.664,0.528,2.361,0.98,0
33.24,-0.478,-0.778,-1.189,0.433,0.964,0
50.0,-0.451,0.629,-0.384,-0.163,0.775,0
62.29,-0.14,0.562,-0.988,1.91,0.714,0
64.52,-0.657,1.371,-0.825,0.298,0.904,0
152.06,-0.563,0.839,0.156,-1.72,0.981,0
220.24,1.223,-0.614,-0.176,0.309,0.941,0
31.51,-1.104,-0.574,1.226,0.025,0.853,0
16.2,0.402,-1.586,1.654,1.789,0.722,0
124.1,0.023,0.893,0.453,0.239,0.886,0
100.36,-0.96,0.887,1.152,0.278,0.786,0
198.35,-1.204,1.887,-1.339,1.681,0.943,0
60.96,0.023,0.937,0.449,-0.669,0.74,0
160.17,0.643,0.142,0.286,-1.026,0.85,0
20.69,0.182,-1.052,0.572,0.615,0.705,0
9.15,0.156,0.016,-1.267,-1.284,0.739,0
100.36,-0.758,0.279,2.038,-0.397,0.843,0
100.37,0.564,0.96,1.033,0.339,0.961,0
46.86,0.424,-0.436,1.409,0.457,0.816,0
412.44,-0.749,-0.866,1.959,-0.493,0.899,0
181.41,0.719,1.912,0.997,0.836,0.754,0
14.87,-0.197,-0.665,2.419,-0.042,0.978,0
39.14,0.191,1.593,0.54,-1.31,0.98,0
16.28,-0.66,0.011,1.026,-1.52,0.944,0
116.4,0.882,-0.08,1.049,-0.815,0.837,0
199.57,0.043,0.032,0.65,-1.105,0.914,0
120.29,-0.301,0.002,-0.859,-1.16,0.947,0
161.24,-0.337,-1.25,0.457,-0.361,0.917,0
42.08,-0.975,0.562,-1.5,-1.436,0.769,0
182.65,-1.169,0.95,0.371,-2.128,0.781,0
107.47,-1.708,-0.821,-0.042,0.077,0.815,0
45.95,-0.761,-0.697,0.762,-0.413,0.922,0
102.12,0.556,-3.074,-0.304,-0.166,0.796,0
63.17,-0.764,-1.362,-0.927,-0.259,0.765,0
30.78,-0.198,-0.492,0.2,-0.42,0.812,0
38.63,-0.328,-0.448,-1.413,0.677,0.73,0
108.94,-0.164,-1.072,0.853,2.069,0.984,0
135.95,-0.645,1.224,-0.861,-0.532,0.838,0
140.53,0.687,-0.269,-1.803,2.337,0.928,0
14.09,-0.733,0.78,0.707,-1.557,0.962,0
78.42,1.2,0.646,0.734,-0.54,0.821,0
21.42,-1.252,-0.739,-0.754,-0.941,0.752,0
98.65,1.836,0.989,1.189,-0.689,0.738,0
76.96,0.217,-1.768,1.062,-0.645,0.958,0
120.35,-0.554,-0.798,-0.12,0.803,0.973,0
47.36,0.794,-0.192,-0.113,0.139,0.816,0
158.42,1.138,0.255,-0.737,-0.042,0.793,0
41.8,0.607,0.798,-0.033,0.048,0.882,0
10.42,1.981,1.01,-0.076,-0.163,0.947,0
14.08,-0.376,-1.411,-0.483,0.674,0.989,0
42.31,-0.932,-0.28,-1.118,0.785,0.882,0
26.46,1.029,-0.323,-0.687,0.475,0.876,0
89.2,-0.074,-0.883,-0.232,-1.69,0.925,0
19.64,-0.368,-0.6,-0.055,-0.269,0.775,0
91.4,0.526,-0.046,0.434,-1.389,0.903,0
153.43,1.673,-0.833,-0.585,-1.784,0.96,0
259.48,-0.824,1.434,0.295,-0.726,0.784,0
262.03,-1.909,-1.728,1.107,0.737,0.838,0
25.47,-0.716,1.089,0.448,-1.105,0.726,0
306.98,0.12,-0.041,-0.038,-0.51,0.724,0
66.01,-1.188,-1.247,-1.049,0.422,0.922,0
79.15,-0.228,0.701,0.047,0.3,0.982,0
7.33,0.808,0.582,0.108,-0.614,0.933,0
74.98,0.175,-0.395,0.821,-1.385,0.983,0
15.66,-0.36,-0.981,-0.121,1.246,0.793,0
75.02,-0.619,-1.499,1.058,-0.582,0.968,0
126.15,0.206,-2.893,0.361,-0.548,0.873,0
202.82,0.632,-0.728,-1.129,0.89,0.894,0
224.47,0.221,0.421,-1.292,1.076,0.754,0
15.5,-0.418,-2.47,0.575,-0.998,0.724,0
73.83,-0.344,-0.399,-0.843,-0.226,0.75,0
243.13,-1.741,2.757,-4.126,4.836,0.174,1
152.13,-0.199,-0.168,0.527,-0.242,0.779,0
207.41,1.117,-0.012,-0.132,0.34,0.821,0
112.97,1.039,-0.818,0.044,-0.795,0.735,0
34.51,0.698,-0.497,0.53,-0.527,0.93,0
63.73,-0.745,-0.727,-0.246,-0.018,0.854,0
264.5,0.245,-1.154,0.302,0.328,0.79,0
1045.8,-3.51,5.471,-6.07,1.387,0.184,1
25.3,1.072,2.029,-0.909,-0.084,0.931,0
21.34,0.28,-0.877,-0.621,-0.143,0.803,0
130.58,-1.551,1.303,0.497,-1.163,0.957,0
93.33,0.094,1.363,0.555,0.305,0.924,0
1132.85,-2.183,3.931,-3.661,4.337,0.066,1
96.16,-0.299,0.319,1.013,0.504,0.784,0
49.17,0.74,2.683,-0.276,-0.464,0.771,0
